County,Offense,AverageIncarcerationLength,TotalCasesYear,TotalIncarcerationAmount,MaxSentence,MinSentence,StdDevSentence,MedianSentence,ModeSentence,AverageProbation,TotalProbationInstances,TotalProbationMonthSum,MaxProbation,MinProbation,StdDevProbation,MedianProbation,ModeProbation,ID
ATL,ASSAULT BY AUTO/VESSEL SBI VIO,0.0,2,0,0,0,0.0,0.0,0,30.0,2,60,60,0,42.42640687119285,30.0,0,18
ATL,ASSAULT BY AUTO/VESSEL-RECKLES,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,19
ATL,"BAD CHECKS-VALUE $1,000-<$75,0",0.0,2,0,0,0,0.0,0.0,0,18.0,2,36,36,0,25.45584412271571,18.0,0,20
ATL,"BAD CHECKS-VALUE $75,000+",0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,21
ATL,BAD CHECKS-VALUE <$200,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,22
ATL,BAIL JUMPING -UNDERLYING OFFEN,1642.5,2,3285,1825,1460,258.0939751330898,1642.5,1460,0.0,2,0,0,0,0.0,0.0,0,23
ATL,BIAS INTIMIDATION-UNDERLYING O,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,24
ATL,BRIBERY - PUB. SERV/PARTY OFF,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,25
ATL,BURGLARY-ENTERING STRUCTURE ET,630.0,55,34650,2190,0,786.5283541308933,0.0,0,19.2,55,1056,60,0,25.043961347997644,0.0,0,26
ATL,BURGLARY-NO BI AND/OR UNARMED,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,27
ATL,BURGLARY-REMAIN IN STRUCTURE E,1095.0,3,3285,1825,0,965.6992285385755,1460.0,0,12.0,3,36,36,0,20.784609690826528,0.0,0,28
ATL,CASINO CONTROL ACT-CERTAIN PER,143.10526315789474,19,2719,540,0,188.8132218583699,0.0,0,6.315789473684211,19,120,36,0,11.57128933360951,0.0,0,29
ATL,CAUSING DEATH WHILE DRIVING W/,0.0,2,0,0,0,0.0,0.0,0,12.0,2,24,24,0,16.97056274847714,12.0,0,30
ATL,CDS - MANU/DIST/PWID - HEROIN/,519.2542372881356,59,30636,2920,0,856.871748203701,0.0,0,23.28813559322034,59,1374,60,0,26.179124907964642,0.0,0,31
ATL,CDS - MANU/DIST/PWID - MARIJ >,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,32
ATL,CDS - MANU/DIST/PWID - MARIJ=/,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,33
ATL,CDS - MANU/DIST/PWID - METH -,851.25,4,3405,1825,30,926.0523293349391,775.0,30,30.0,4,120,60,0,34.64101615137755,30.0,0,34
ATL,CDS - MANU/DIST/PWID - OTHER S,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,35
ATL,CDS - MANU/DIST/PWID - SCHD I,730.0,3,2190,1095,0,632.1985447626403,1095.0,1095,12.0,3,36,36,0,20.784609690826528,0.0,0,36
ATL,CDS-MANU/DIST/PWID-MARIJ=/>1OZ,0.0,2,0,0,0,0.0,0.0,0,18.0,2,36,24,12,8.48528137423857,18.0,12,37
ATL,CDS/ANALOG - DISTRIBUTE ON/NEA,436.8181818181818,11,4805,1460,0,602.624562755588,30.0,0,27.636363636363637,11,304,60,0,28.59116201651387,24.0,0,38
ATL,CERT PERSON NOT TO HAVE WEAP P,1772.857142857143,14,24820,2555,0,551.8281305934718,1825.0,1825,2.5714285714285716,14,36,36,0,9.621404708847278,0.0,0,39
ATL,CERTAIN PERSONS NOT TO HAVE WE,540.0,1,540,540,540,,540.0,540,0.0,1,0,0,0,,0.0,0,40
ATL,CIRCULATE FALSE REPORT OF IMPE,486.3333333333333,3,1459,1095,0,557.6561066942004,364.0,0,20.0,3,60,60,0,34.64101615137755,0.0,0,41
ATL,CONSPIRACY,1460.0,1,1460,1460,1460,,1460.0,1460,0.0,1,0,0,0,,0.0,0,42
ATL,CONSPIRACY - AGREE/AID IN COND,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,43
ATL,CONSPIRACY - AGREE/ENGAGE AID,0.0,2,0,0,0,0.0,0.0,0,0.0,2,0,0,0,0.0,0.0,0,44
ATL,CONSPIRACY - AGREE/ENGAGE IN C,237.52631578947367,19,4513,2190,0,631.4169575399491,0.0,0,20.210526315789473,19,384,60,0,20.41671142136162,24.0,0,45
ATL,CONTEMPT - VIOLATE DOMESTIC VI,7.5,4,30,30,0,15.0,0.0,0,21.0,4,84,60,0,28.35489375751565,12.0,0,46
ATL,CONTEMPT - VIOLATE DV ORDER BY,42.2,5,211,180,0,78.19335010088773,0.0,0,21.6,5,108,60,0,26.015380066414558,12.0,0,47
ATL,CONTEMPT-VIOLATE JUDICIAL/REST,338.5,8,2708,1825,0,629.9292477277564,45.0,0,21.0,8,168,60,0,24.634470622628427,12.0,0,48
ATL,CREDIT CARD CRIME-CRED CARD TH,0.0,2,0,0,0,0.0,0.0,0,0.0,2,0,0,0,0.0,0.0,0,49
ATL,CREDIT CARD CRIME-INT TO COMM,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,50
ATL,CREDIT CARD THEFT - FRAUDULENT,18.0,5,90,90,0,40.24922359499622,0.0,0,31.2,5,156,60,0,21.79908254950194,36.0,36,51
ATL,CRIMINAL ATTEMPT - PURPOSELY E,805.8333333333334,6,4835,1825,0,905.5352928885029,592.5,0,14.0,6,84,60,0,24.49489742783178,0.0,0,52
ATL,CRIMINAL COERCION-THREAT INFLC,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,53
ATL,CRIMINAL MISCHIEF-BREAK GAS/OI,288.0,5,1440,360,0,160.99689437998487,360.0,360,0.0,5,0,0,0,0.0,0.0,0,54
ATL,CRIMINAL MISCHIEF-DAMAGE PROPE,48.0,20,960,540,0,140.84706151298332,0.0,0,13.8,20,276,60,0,21.685794525691843,0.0,0,55
ATL,CRIMINAL MISCHIEF-ENDANGER-DAM,0.0,3,0,0,0,0.0,0.0,0,0.0,3,0,0,0,0.0,0.0,0,56
ATL,CRIMINAL MISCHIEF-IMPAIR PUBLI,1277.5,2,2555,1460,1095,258.0939751330898,1277.5,1095,0.0,2,0,0,0,0.0,0.0,0,57
ATL,CRIMINAL RESTRAINT - RISK OF S,365.0,3,1095,1095,0,632.1985447626403,0.0,0,8.0,3,24,24,0,13.856406460551018,0.0,0,58
ATL,CRIMINAL SEXUAL CONTACT,360.0,3,1080,540,0,311.7691453623979,540.0,540,8.0,3,24,24,0,13.856406460551018,0.0,0,59
ATL,CRIMINAL TRESPASS-PEERING INTO,381.0,1,381,381,381,,381.0,381,0.0,1,0,0,0,,0.0,0,60
ATL,CRIMINAL TRESPASS-RESEARCH FAC,73.0,5,365,365,0,163.23296235748464,0.0,0,16.8,5,84,60,0,24.883729623993265,12.0,0,61
ATL,CRIMINAL TRESPASS-STRUCT OTHER,0.0,4,0,0,0,0.0,0.0,0,3.0,4,12,12,0,6.0,0.0,0,62
ATL,CRUELTY & NEGLECT OF CHILDREN,0.0,6,0,0,0,0.0,0.0,0,13.0,6,78,36,0,15.375304875026057,9.0,0,63
ATL,CRUELTY TO ANIMALS-TORTURE/TOR,180.0,1,180,180,180,,180.0,180,36.0,1,36,36,36,,36.0,36,64
ATL,CYBER HARASS SEND/POST OBSCENE,90.0,1,90,90,90,,90.0,90,60.0,1,60,60,60,,60.0,60,65
ATL,DEFRAUD ADMIN OF DRUG TEST - C,89.0,2,178,178,0,125.86500705120545,89.0,0,30.0,2,60,60,0,42.42640687119285,30.0,0,66
ATL,DISORDERLY CONDUCT-IMPROP BEHA,12.733333333333333,15,191,191,0,49.31598794170777,0.0,0,1.6,15,24,12,0,4.222389303293981,0.0,0,67
ATL,DISORDERLY CONDUCT-OFFENSIVE L,0.0,8,0,0,0,0.0,0.0,0,4.5,8,36,24,0,8.928285709714139,0.0,0,68
ATL,DIST/POSS CDS W/IN 500 FT PUBL,0.0,2,0,0,0,0.0,0.0,0,60.0,2,120,60,60,0.0,60.0,60,69
ATL,DRUG-INDUCE DEATH - STRICT LIA,3650.0,1,3650,3650,3650,,3650.0,3650,0.0,1,0,0,0,,0.0,0,70
ATL,DRUG-INDUCED DEATH - STRICT LI,2737.5,2,5475,3650,1825,1290.4698756654493,2737.5,1825,0.0,2,0,0,0,0.0,0.0,0,71
ATL,ENDANGERING-ABUSE/NEGLECT OF A,10.0,9,90,90,0,30.0,0.0,0,36.0,9,324,60,0,20.784609690826528,36.0,24,72
ATL,ENDANGERING-DISTRIBUTION CHILD,5475.0,1,5475,5475,5475,,5475.0,5475,0.0,1,0,0,0,,0.0,0,73
ATL,ENDANGERING-DISTRIBUTION OF CH,1581.6666666666667,3,4745,1825,1095,421.46569650842684,1825.0,1825,0.0,3,0,0,0,0.0,0.0,0,74
ATL,ENDANGERING-SEXUAL CONDUCT WIT,1042.857142857143,7,7300,2920,0,1123.594889713582,1095.0,0,0.0,7,0,0,0,0.0,0.0,0,75
ATL,ESCAPE-FROM DETENTION,1000.0,2,2000,1460,540,650.5382386916237,1000.0,540,0.0,2,0,0,0,0.0,0.0,0,76
ATL,FAILURE TO MAKE LAWFUL DISPOSI,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,77
ATL,FALSE REPRT TO LAW ENFOR-FICT,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,78
ATL,FORGERY-UTTER FORGED DOCS-GOV,474.0,5,2370,1095,0,571.6358106347083,180.0,0,16.8,5,84,60,0,26.290682760247975,0.0,0,79
ATL,FORGRY-FALSE AUTH OF WRIT-GOV,7.5,4,30,30,0,15.0,0.0,0,27.0,4,108,60,0,31.559467676119,24.0,0,80
ATL,HARASSMENT-ANY OTHER ALARMING,0.0,3,0,0,0,0.0,0.0,0,0.0,3,0,0,0,0.0,0.0,0,81
ATL,HARASSMENT-COMMUNICATION IN MA,0.0,20,0,0,0,0.0,0.0,0,7.5,20,150,60,0,16.61799911953428,0.0,0,82
ATL,HARASSMENT-STRIKING/OFFENSIVE,0.0,2,0,0,0,0.0,0.0,0,24.0,2,48,24,24,0.0,24.0,24,83
ATL,HINDERING-FALSE INFO-UNDERLYIN,45.0,2,90,90,0,63.63961030678928,45.0,0,30.0,2,60,60,0,42.42640687119285,30.0,0,84
ATL,HINDERING-GIVE FALSE INFORMATI,0.0,3,0,0,0,0.0,0.0,0,4.0,3,12,12,0,6.928203230275509,0.0,0,85
ATL,HINDERING-HIDE EVID-UNDERLYING,120.0,1,120,120,120,,120.0,120,0.0,1,0,0,0,,0.0,0,86
ATL,HINDERING-HIDE/SUPPRESS INFORM,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,87
ATL,HINDERING-ONESELF-FALS INFO-UN,1460.0,1,1460,1460,1460,,1460.0,1460,0.0,1,0,0,0,,0.0,0,88
ATL,HINDERING-ONESELF-FORCE-UNDERL,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,89
ATL,HINDERING-ONESELF-HIDE/SUPPRES,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,90
ATL,IDENTITY CRIME-IMPERSONATN-VAL,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,91
ATL,IMPERSONATE A PUBLIC SERVANT,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,92
ATL,INSURANCE FRAUD-FALSE CLAIM ET,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,93
ATL,INVASION OF PRIVACY-RECORD SEX,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,94
ATL,KNOW POSS/VIEW/CTRL <1K ITEMS,1216.6666666666667,3,3650,2555,0,1281.8378732637498,1095.0,0,8.0,3,24,24,0,13.856406460551018,0.0,0,95
ATL,KNOWINGLY EXHIBITING A FALSE G,375.0,3,1125,1095,0,623.7186865887537,30.0,0,20.0,3,60,60,0,34.64101615137755,0.0,0,96
ATL,LEADER OF NARCOTICS TRAFFICKIN,7300.0,1,7300,7300,7300,,7300.0,7300,0.0,1,0,0,0,,0.0,0,97
ATL,MAINTAIN NUISANCE-MAINT PLACE,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,98
ATL,MAINTAINING/OPERATING CDS PROD,3100.0,1,3100,3100,3100,,3100.0,3100,0.0,1,0,0,0,,0.0,0,99
ATL,MANSLAUGHTER - COMMITTED RECKL,3650.0,1,3650,3650,3650,,3650.0,3650,0.0,1,0,0,0,,0.0,0,100
ATL,MANUF/DISTR CDS OR INTENT TO M,381.3125,80,30505,5110,0,847.7703384037541,0.0,0,28.2,80,2256,60,0,27.410798943740716,24.0,0,101
ATL,MFD/D/D HEROIN/COKE >=5OZ 1ST,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,102
ATL,MFG/D/D HER/COKE>=.5OZ<5OZ 2ND,0.0,4,0,0,0,0.0,0.0,0,30.0,4,120,60,0,34.64101615137755,30.0,0,103
ATL,MUNICIPAL ORDINANCE,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,104
ATL,OBSTRUCT ADMIN OF LAW-OBSTRUCT,21.470588235294116,17,365,365,0,88.52550313826153,0.0,0,13.411764705882353,17,228,60,0,20.73360443678755,0.0,0,105
ATL,OBTAIN/DISCLOSE PERSONAL INFOR,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,106
ATL,OBTAINING CDS/ANALOG BY FRAUD/,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,107
ATL,OPERATE MV DURING LICENSE SUSP,181.58333333333334,12,2179,365,0,155.53453772150553,180.0,0,8.0,12,96,36,0,14.77097891751993,0.0,0,108
ATL,"POSS CDS >50 G MARIJUANA, 5 GR",540.0,1,540,540,540,,540.0,540,0.0,1,0,0,0,,0.0,0,109
ATL,POSS CDS-FAILS TO GIVE CDS TO,9.642857142857142,28,270,180,0,37.46426869126673,0.0,0,4.285714285714286,28,120,60,0,13.151136108807517,0.0,0,110
ATL,POSS CDS/ANALOG - SCHD I II II,277.56198347107437,121,33585,1825,0,532.2904422174356,0.0,0,25.140495867768596,121,3042,60,0,26.56667893719623,12.0,0,111
ATL,POSS DEVICE TO DEFRAUD ADMINIS,30.0,1,30,30,30,,30.0,30,60.0,1,60,60,60,,60.0,60,112
ATL,POSS OF WEAPON FOR UNLAWFUL PU,590.2941176470588,34,20070,2190,0,782.2190086798628,0.0,0,15.0,34,510,60,0,22.020651464229914,0.0,0,113
ATL,POSS/DIST WITHIN 500 FT CERTAI,1368.75,8,10950,2555,0,1009.0687007618178,1460.0,0,7.5,8,60,60,0,21.213203435596427,0.0,0,114
ATL,POSS/DIST/PWID - IMITATION CDS,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,115
ATL,POSSESSION OF FIREARM WHILE CO,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,116
ATL,POSSESSION W/I DIST STEROIDS,45.0,2,90,90,0,63.63961030678928,45.0,0,60.0,2,120,60,60,0.0,60.0,60,117
ATL,PRESC/LEGEND DRUGS-DISTR/POSS,182.5,2,365,365,0,258.0939751330898,182.5,0,6.0,2,12,12,0,8.48528137423857,6.0,0,118
ATL,PROHIBITED WEAPONS AND DEVICES,0.0,2,0,0,0,0.0,0.0,0,42.0,2,84,60,24,25.45584412271571,42.0,24,119
ATL,PROMOTE PROST: EXCEPT SOLICT O,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,120
ATL,PROSTITUTION ENAGE AS PATRON 4,1460.0,1,1460,1460,1460,,1460.0,1460,0.0,1,0,0,0,,0.0,0,121
ATL,PROSTITUTION ENGAGE AS PATRON,540.0,2,1080,540,540,0.0,540.0,540,0.0,2,0,0,0,0.0,0.0,0,122
ATL,RACKETEERING-EMPLOYEE OF ENTER,2555.0,1,2555,2555,2555,,2555.0,2555,0.0,1,0,0,0,,0.0,0,123
ATL,RECEIVING STOLEN PROPERTY-VAL,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,124
ATL,RECEIVNG STOLEN PROP-KNOW PROP,593.125,8,4745,1460,0,645.2349378327247,547.5,0,13.5,8,108,60,0,21.69265840258931,0.0,0,125
ATL,REG OF SEX OFF-NOTICE OF CHANG,0.0,4,0,0,0,0.0,0.0,0,0.0,4,0,0,0,0.0,0.0,0,126
ATL,REGISTRATION OF SEX OFFENDER-V,473.0,5,2365,1825,0,791.1352602431521,0.0,0,0.0,5,0,0,0,0.0,0.0,0,127
ATL,REGISTRATION OF SEX OFFENDERS-,0.0,7,0,0,0,0.0,0.0,0,6.857142857142857,7,48,48,0,18.142294704442907,0.0,0,128
ATL,REMOVE MOTOR VEHICLE TRADEMARK,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,129
ATL,RESIST ARR/ELUD-AFTER INSTRUCT,219.0,10,2190,1095,0,461.69253838458343,0.0,0,14.4,10,144,36,0,15.7987341265052,12.0,0,130
ATL,RESIST ARR/ELUD-CAUSE RISK OF,0.0,2,0,0,0,0.0,0.0,0,12.0,2,24,24,0,16.97056274847714,12.0,0,131
ATL,RESIST ARR/ELUD-FLIGHT PREVENT,202.0,10,2020,540,0,229.71238054962944,105.0,0,15.6,10,156,60,0,24.690078979217542,0.0,0,132
ATL,RESIST ARR/ELUD-MV OP- RISK OF,1368.75,4,5475,2190,0,959.9338084819531,1642.5,0,0.0,4,0,0,0,0.0,0.0,0,133
ATL,RESIST ARR/ELUD-PREVENTS OFFIC,0.0,3,0,0,0,0.0,0.0,0,4.0,3,12,12,0,6.928203230275509,0.0,0,134
ATL,RESIST ARR/ELUD-USE/THREATEN F,135.93333333333334,15,2039,1460,0,373.23230350674686,0.0,0,22.4,15,336,60,0,25.60357117948309,24.0,0,135
ATL,ROBBERY-INFLICTS BI OR USES FO,1404.75,20,28095,6020,0,1790.4273784123222,1095.0,1095,21.0,20,420,60,0,29.361629095775573,0.0,0,136
ATL,ROBBERY-THREAT OR FEAR OF BI,1090.625,8,8725,2920,0,1202.145217933341,637.5,0,30.0,8,240,60,0,32.071349029490925,30.0,0,137
ATL,ROBBERY-THREAT OR FEAR OF BI -,2920.0,3,8760,4380,1825,1316.026215544356,2555.0,1825,0.0,3,0,0,0,0.0,0.0,0,138
ATL,SEX ASSAULT 4 YR>VICTIM,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,139
ATL,SEXUAL ASSAULT-VIC < 13 & DEF,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,140
ATL,SHOPLIFTING-CONCEAL MERCH-RETA,365.0,3,1095,1095,0,632.1985447626403,0.0,0,4.0,3,12,12,0,6.928203230275509,0.0,0,141
ATL,SHOPLIFTING-CONCEAL MERCHANDIS,180.0,1,180,180,180,,180.0,180,60.0,1,60,60,60,,60.0,60,142
ATL,SHOPLIFTING-REM/ALTER TAG/BUY,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,143
ATL,"SHOPLIFTING-RETAIL VALUE $75,0",0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,144
ATL,SHOPLIFTING-TAKE MERCH W/O PAY,119.0625,16,1905,1095,0,263.95844843459736,90.0,90,39.75,16,636,60,0,28.301943396169808,60.0,60,145
ATL,SHOPLIFTING-TAKE MERCH W/OUT P,241.5,4,966,563,0,273.07447091712305,201.5,0,18.0,4,72,60,0,28.5657137141714,6.0,0,146
ATL,SHOPLIFTING-TRANSFER OF CONTAI,60.0,3,180,90,0,51.96152422706632,90.0,90,40.0,3,120,60,0,34.64101615137755,60.0,60,147
ATL,"SIMPLE ASSAULT-PURP/KNOW B.I.,",0.0,6,0,0,0,0.0,0.0,0,2.0,6,12,12,0,4.898979485566356,0.0,0,148
ATL,SIMPLE ASSAULT-PURPOSELY/KNOWI,17.8125,32,570,180,0,53.26345809034498,0.0,0,8.8125,32,282,60,0,15.465753008794374,0.0,0,149
ATL,SPECIAL SENTENCE PSL/CSL - VIO,591.25,4,2365,1095,365,345.8172687031886,452.5,365,0.0,4,0,0,0,0.0,0.0,0,150
ATL,STALKING-STALKING IN VIOLATION,730.0,2,1460,1460,0,1032.3759005323593,730.0,0,30.0,2,60,60,0,42.42640687119285,30.0,0,151
ATL,TAMPERING WITH PHYSICAL EVIDEN,0.0,2,0,0,0,0.0,0.0,0,9.0,2,18,18,0,12.727922061357855,9.0,0,152
ATL,TERRORISTIC THREATS-THREAT TO,180.31428571428572,35,6311,1460,0,416.18588687865764,0.0,0,24.34285714285714,35,852,60,0,25.286526122845434,24.0,0,153
ATL,TERRORISTIC THREATS-THREATEN I,140.6818181818182,22,3095,1460,0,377.48634618809933,0.0,0,27.818181818181817,22,612,60,0,24.11013689921111,24.0,0,154
ATL,THEFT BY DECEPTION-VALUE $200-,0.0,2,0,0,0,0.0,0.0,0,6.0,2,12,12,0,8.48528137423857,6.0,0,155
ATL,THEFT BY DECEPTION-VALUE $500-,365.0,7,2555,1460,0,632.1985447626402,0.0,0,17.142857142857142,7,120,48,0,19.42016624910449,12.0,0,156
ATL,THEFT BY DECEPTION-VALUE $7500,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,157
ATL,THEFT BY DECEPTION-VALUE LESS,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,158
ATL,THEFT BY EXTORTION-VALUE $7500,3285.0,1,3285,3285,3285,,3285.0,3285,0.0,1,0,0,0,,0.0,0,159
ATL,THEFT BY UNLAWFL TAKNG-IMMOVBL,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,160
ATL,THEFT BY UNLAWFL TAKNG-MOVABLE,255.75925925925927,54,13811,1825,0,478.3860024765343,0.0,0,18.0,54,972,60,0,22.449944320643645,6.0,0,161
ATL,THEFT BY UNLAWFL TAKNG-VALUE $,15.0,2,30,30,0,21.213203435596427,15.0,0,30.0,2,60,60,0,42.42640687119285,30.0,0,162
ATL,THEFT BY UNLAWFUL TAKNG-MOVABL,0.0,17,0,0,0,0.0,0.0,0,4.235294117647059,17,72,12,0,5.911106196862668,0.0,0,163
ATL,THEFT CREDIT CARDS-TAKING,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,164
ATL,THEFT OF PROP LOST/MISLAID/ETC,730.0,2,1460,1460,0,1032.3759005323593,730.0,0,12.0,2,24,24,0,16.97056274847714,12.0,0,165
ATL,THEFT-FROM THE PERSON OF ANOTH,121.25,12,1455,1095,0,309.69284636702395,0.0,0,27.0,12,324,60,0,27.13602101199873,24.0,0,166
ATL,THROWING BODILY FLUID AT LAW E,0.0,6,0,0,0,0.0,0.0,0,0.0,6,0,0,0,0.0,0.0,0,167
ATL,UNLAW TAKING MEANS CONVEYANCE-,182.5,2,365,365,0,258.0939751330898,182.5,0,0.0,2,0,0,0,0.0,0.0,0,168
ATL,UNLAW TAKING MEANS OF CONVEYAN,261.3333333333333,3,784,564,0,284.26278921683246,220.0,0,0.0,3,0,0,0,0.0,0.0,0,169
ATL,UNLAWFUL POSS WEAP - OTHER WEA,111.06666666666666,15,1666,540,0,201.49848162018017,0.0,0,14.8,15,222,60,0,24.51588406377733,0.0,0,170
ATL,UNLAWFUL POSS WEAP - RIFLES/SH,0.0,1,0,0,0,,0.0,0,48.0,1,48,48,48,,48.0,48,171
ATL,UNLAWFUL POSS WEAPON - HANDGUN,776.0,2,1552,1460,92,967.322076663197,776.0,92,0.0,2,0,0,0,0.0,0.0,0,172
ATL,UNLAWFUL POSS WEAPON-HANDGUNS,1053.125,48,50550,3650,0,1012.4299949531578,1185.0,0,7.0,48,336,60,0,16.200866801081446,0.0,0,173
ATL,UNLAWFUL POSSESSION OF WEAPONS,912.5,2,1825,1825,0,1290.4698756654493,912.5,0,12.0,2,24,24,0,16.97056274847714,12.0,0,174
ATL,UNLAWFUL TAKING OF A MEANS OF,90.0,2,180,180,0,127.27922061357856,90.0,0,0.0,2,0,0,0,0.0,0.0,0,175
ATL,VIOLATION OF FIREARMS REGULATI,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,176
ATL,VIOLATION OF REG PROVISION - F,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,177
